Symbol,Name,Last,Name,Exchange,Industry,Sector,"ETF Full Name","Fund Family","Asset Class","Contract Name"
KBAL,"Kimball Intl Cl B",16.88,"Kimball Intl Cl B",NASDAQ,Furniture,"Consumer Discretionary",N/A,N/A,N/A,N/A
KBH,"KB Home",27.58,"KB Home",NYSE,"Building - Residential & Comm",Construction,N/A,N/A,N/A,N/A
KBR,"KBR Inc",16.46,"KBR Inc",NYSE,"Engineering & R&D Services","Industrial Products",N/A,N/A,N/A,N/A
KE,"Kimball Electrnc",18,"Kimball Electrnc",NASDAQ,"Electronics Products - Misc","Computers and Technology",N/A,N/A,N/A,N/A
KEG,"Key Energy Services Inc",16.22,"Key Energy Services Inc",NYSE,"Oil & Gas - Drilling",Oils-Energy,N/A,N/A,N/A,N/A
KELYA,"Kelly Svcs Cl A",30.28,"Kelly Svcs Cl A",NASDAQ,Staffing,"Business Services",N/A,N/A,N/A,N/A
KEM,"Kemet Corp",18.35,"Kemet Corp",NYSE,"Electronics - Misc Components","Computers and Technology",N/A,N/A,N/A,N/A
KERX,"Keryx Biopharm Inc",4.6,"Keryx Biopharm Inc",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
KEYW,"Keyw Holding Corp",7.67,"Keyw Holding Corp",NASDAQ,"Computer - Services","Computers and Technology",N/A,N/A,N/A,N/A
KFRC,"Kforce Inc",31.15,"Kforce Inc",NASDAQ,Staffing,"Business Services",N/A,N/A,N/A,N/A
KFY,"Korn/Ferry International",53.78,"Korn/Ferry International",NYSE,Staffing,"Business Services",N/A,N/A,N/A,N/A
KIDS,"Orthopediatrics Corp",19.82,"Orthopediatrics Corp",NASDAQ,"Medical Instruments",Medical,N/A,N/A,N/A,N/A
KIN,"Kindred Biosciences",9.7,"Kindred Biosciences",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
KINS,"Kingstone Cos Inc",17.8,"Kingstone Cos Inc",NASDAQ,"Insurance - Proprty & Casualty",Finance,N/A,N/A,N/A,N/A
KIRK,"Kirkland's Inc",10.9,"Kirkland's Inc",NASDAQ,"Retail - Home Furniture",Retail-Wholesale,N/A,N/A,N/A,N/A
KLDX,"Klondex Mines Ltd",2.47,"Klondex Mines Ltd",AMEX,"Mining - Misc","Basic Materials",N/A,N/A,N/A,N/A
KLXI,"Klx Inc",71.14,"Klx Inc",NASDAQ,"Aerospace - Defense Equipment",Aerospace,N/A,N/A,N/A,N/A
KMG,"KMG Chemicals",63.31,"KMG Chemicals",NYSE,"Chemical - Specialty","Basic Materials",N/A,N/A,N/A,N/A
"Downloaded from Barchart.com as of 05-06-2018 12:47pm CDT"
